Date,Close,High,Low,Open,Volume,Log_Return,Ann_Volatility_252d,Quality_Flag
1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,,,Incomplete_Volume
1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.0056465639160116895,,Incomplete_Volume
1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,-0.0022548440243270263,,Incomplete_Volume
1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,-0.009639999987647325,,Incomplete_Volume
1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.006248280095962609,,Incomplete_Volume
1928-01-09,17.5,17.5,17.5,17.5,0,-0.009101305606034619,,Incomplete_Volume
1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,-0.007456252361349536,,Incomplete_Volume
1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.0011521001885231538,,Incomplete_Volume
1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.006892556462103804,,Incomplete_Volume
1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.0062768030755165245,,Incomplete_Volume
1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,-0.016633535270754972,,Incomplete_Volume
1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0005781047567248379,,Incomplete_Volume
1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,-0.002314758487079269,,Incomplete_Volume
1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.006928372633831019,,Incomplete_Volume
1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.005737272489598274,,Incomplete_Volume
1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.009111671938679943,,Incomplete_Volume
1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.003960384121022605,,Incomplete_Volume
1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,-0.010786288462930121,,Incomplete_Volume
1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.006258837170894243,,Incomplete_Volume
1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.00339758955429381,,Incomplete_Volume
1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,-0.011370262417425985,,Incomplete_Volume
1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.004563608885795472,,Incomplete_Volume
1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,-0.0022791467269857495,,Incomplete_Volume
1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.0056882107043223105,,Incomplete_Volume
1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.013131764510267112,,Incomplete_Volume
1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.0028695080729582646,,Incomplete_Volume
1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.0005732432664909448,,Incomplete_Volume
1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.0028628268406676633,,Incomplete_Volume
1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.0034246304954697357,,Incomplete_Volume
1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,-0.0005698672989629519,,Incomplete_Volume
1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.005717590037174556,,Incomplete_Volume
1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.0022962648064673483,,Incomplete_Volume
1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.002877655917339942,,Incomplete_Volume
1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,-0.018028953250296954,,Incomplete_Volume
1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,-0.00529569629166328,,Incomplete_Volume
1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0.009395244738678903,,Incomplete_Volume
1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0.0011681397676873298,,Incomplete_Volume
1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0.0029146709755405696,,Incomplete_Volume
1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,-0.00408281074322791,,Incomplete_Volume
1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0.0029179615914336865,,Incomplete_Volume
1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.005810613748358528,,Incomplete_Volume
1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.002314758487079166,,Incomplete_Volume
1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0,,Incomplete_Volume
1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.015486427426680258,,Incomplete_Volume
1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0,0.005675405819449443,,Incomplete_Volume
1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,-0.005106402732099534,,Incomplete_Volume
1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.0034071280609999323,,Incomplete_Volume
1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.016306288659225957,,Incomplete_Volume
1928-03-12,18.0,18.0,18.0,18.0,0,0.0038964532587228255,,Incomplete_Volume
1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,0,-0.004454346091905699,,Incomplete_Volume
1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0,0.000557892833182851,,Incomplete_Volume
1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0,0.007777783078162687,,Incomplete_Volume
1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,0,0.010459799985820072,,Incomplete_Volume
1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0,0.005461530734468474,,Incomplete_Volume
1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0,0.0054317610436144135,,Incomplete_Volume
1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,0,0.010239946156176074,,Incomplete_Volume
1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,-0.0026845244074031093,,Incomplete_Volume
1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0,0.009630909114429377,,Incomplete_Volume
1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,0.01427455118068436,,Incomplete_Volume
1928-03-27,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,0,-0.005790945568122415,,Incomplete_Volume
1928-03-28,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,0,-0.0026434667526831898,,Incomplete_Volume
1928-03-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0,0.003171322586503213,,Incomplete_Volume
1928-03-30,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,0,0.01726435300770068,,Incomplete_Volume
1928-04-02,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,0,-0.019377450195590406,,Incomplete_Volume
1928-04-03,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0,0.0058002065835325205,,Incomplete_Volume
1928-04-04,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,0,-0.001578568413296076,,Incomplete_Volume
1928-04-05,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,0,0.012559023024586441,,Incomplete_Volume
1928-04-09,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,0.002077970385499997,,Incomplete_Volume
1928-04-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,-0.008861151156704038,,Incomplete_Volume
1928-04-11,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,0.01764447147957134,,Incomplete_Volume
1928-04-12,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,0,-0.0015444371847764362,,Incomplete_Volume
1928-04-13,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,0,0.016351907513505275,,Incomplete_Volume
1928-04-16,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,0,-0.0025373897021144986,,Incomplete_Volume
1928-04-17,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,-0.008163302695052731,,Incomplete_Volume
1928-04-18,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0,0.0,,Incomplete_Volume
1928-04-19,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0,0.005619361099822004,,Incomplete_Volume
1928-04-20,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,0,-0.01488346762087116,,Incomplete_Volume
1928-04-23,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,0,-0.009872802208340093,,Incomplete_Volume
1928-04-24,19.25,19.25,19.25,19.25,0,0.005208365027228625,,Incomplete_Volume
1928-04-25,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0,0.0041472285395272685,,Incomplete_Volume
1928-04-26,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0,0.00721649484394042,,Incomplete_Volume
